"Time( 07)","Access point","SSID","Client","Category","Event type","Details"
"Dec 16 08:02:50","KhuB_B305","","OPPO-Reno5","Events dropped","Events dropped","""365 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61064, Destination IP: 17.248.224.69"""
"Dec 16 08:02:50","KhuB_B103","UTH","8a:1a:34:0b:6d:e7","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:50","KhuF_F601","","Xiaomi-14T","Events dropped","Events dropped","""158 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuF_F601","","Android","Events dropped","Events dropped","""159 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuF_F601","","Android_9TPBNKCA","Events dropped","Events dropped","""41 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuF_F601","","Android-2","Events dropped","Events dropped","""59 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51104, Destination IP: 163.181.121.232"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51103, Destination IP: 163.181.121.225"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51102, Destination IP: 71.18.222.1"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51101, Destination IP: 163.181.121.228"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51100, Destination IP: 139.177.247.251"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51099, Destination IP: 163.181.121.232"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 54712, Destination IP: 71.18.222.1"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51098, Destination IP: 139.177.247.251"""
"Dec 16 08:02:50","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61063, Destination IP: 17.248.224.65"""
"Dec 16 08:02:50","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 56900, Destination IP: 163.70.159.42"""
"Dec 16 08:02:50","KhuB_B107A","UTH","2a:08:88:aa:81:90","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 2A:08:88:AA:81:90"""
"Dec 16 08:02:50","KhuB_B107A","UTH","2a:08:88:aa:81:90","802.11","802.11 association","""channel: 64, rssi: 17, band: 5"""
"Dec 16 08:02:50","KhuB_B309","","Redmi-12","Events dropped","Events dropped","""161 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuC_C208","","Android_9L0VDFGX","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.52.143.109, Source Port: 57026, Destination IP: 163.70.159.42"""
"Dec 16 08:02:50","KhuB_B004","UTH","f2:35:cd:02:7f:50","802.11","802.11 disassociation","""previous authentication expired"""
"Dec 16 08:02:50","KhuB_B004","UTH","f2:35:cd:02:7f:50","802.11","802.11 disassociation","""client was deauthenticated"""
"Dec 16 08:02:50","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 53958, Destination IP: 163.70.159.42"""
"Dec 16 08:02:50","KhuA_Ltret_CLC","UTH for Staff","fbb9e2b1-1020-47e3-8e88-04999e8bc5fb","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:50","KhuA_Ltret_CLC","UTH for Staff","fbb9e2b1-1020-47e3-8e88-04999e8bc5fb","WPA","WPA deauthentication","""radio: 0, vap: 1, client_mac: 76:4F:BF:03:08:F1"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51097, Destination IP: 71.18.251.20"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51095, Destination IP: 23.58.144.148"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51096, Destination IP: 71.18.222.1"""
"Dec 16 08:02:50","KhuF_F403","UTH","7e:35:12:96:3a:eb","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 7E:35:12:96:3A:EB"""
"Dec 16 08:02:50","KhuF_F403","UTH","7e:35:12:96:3a:eb","802.11","802.11 association","""channel: 64, rssi: 30, band: 5"""
"Dec 16 08:02:50","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 63906, Destination IP: 71.18.222.1"""
"Dec 16 08:02:50","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46406, Destination IP: 163.70.159.6"""
"Dec 16 08:02:49","KhuB_B011","","ce:63:ff:5e:27:72","Events dropped","Events dropped","""15 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuF_F603","","Android-2","Events dropped","Events dropped","""280 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuF_F603","","Android_PHZNKS1K","Events dropped","Events dropped","""11414 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuB_B311","","6a71c2c2-dfda-40c6-9a32-346fbc25f5e7","Events dropped","Events dropped","""62 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51094, Destination IP: 71.18.222.1"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 59294, Destination IP: 71.18.222.1"""
"Dec 16 08:02:49","KhuC_C004","UTH","Android","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 56:C1:FE:F5:0E:2A"""
"Dec 16 08:02:49","KhuC_C004","UTH","Android","802.11","802.11 association","""channel: 1, rssi: 37, band: 2"""
"Dec 16 08:02:49","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46404, Destination IP: 163.70.159.6"""
"Dec 16 08:02:49","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 35658, Destination IP: 57.144.160.141"""
"Dec 16 08:02:49","KhuA_L1_HoiTruong2","UTH","07369140-156c-4537-86ef-922940c52f9e","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 96:81:87:C2:1C:B1"""
"Dec 16 08:02:49","KhuA_L1_HoiTruong2","UTH","07369140-156c-4537-86ef-922940c52f9e","802.11","802.11 association","""channel: 64, rssi: 35, band: 5"""
"Dec 16 08:02:49","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 55058, Destination IP: 163.70.159.42"""
"Dec 16 08:02:49","KhuE_E101","UTH","da:72:ce:69:08:5b","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:49","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46208, Destination IP: 163.70.159.35"""
"Dec 16 08:02:49","KhuF_F303","UTH","Android_3PCQ4XFH","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: BA:FB:FA:57:05:FC"""
"Dec 16 08:02:49","KhuF_F303","UTH","Android_3PCQ4XFH","802.11","802.11 association","""channel: 52, rssi: 12, band: 5"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51093, Destination IP: 71.18.251.20"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51092, Destination IP: 71.18.222.1"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51091, Destination IP: 23.58.144.148"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 60029, Destination IP: 71.18.222.1"""
"Dec 16 08:02:49","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 36882, Destination IP: 163.70.159.42"""
"Dec 16 08:02:49","KhuC_C208","","","Events dropped","Events dropped","""658 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuC_C208","","Android","Events dropped","Events dropped","""94 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuC_C201","","a1a7bf6c-c687-43fc-8696-9cfeff0972aa","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.143.60.46, Source Port: 55806, Destination IP: 163.70.159.7"""
"Dec 16 08:02:49","KhuB_B310","","4db030c4-f35d-4f55-b3ab-dce54b5085a8","Events dropped","Events dropped","""11001 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 51090, Destination IP: 71.18.222.1"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.102.179, Source Port: 57943, Destination IP: 71.18.222.1"""
"Dec 16 08:02:49","KhuA_L1_HoiTruong2","UTH","DESKTOP-3HHGK5V","802.11","802.11 disassociation","""unspecified reason"""
"Dec 16 08:02:49","KhuB_B306","","","Events dropped","Events dropped","""309 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuB_B306","","c6:da:44:e2:ee:5f","Events dropped","Events dropped","""1396 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuB_B307","UTH","Pham-Tue-Nhi","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: DA:FD:96:37:23:41"""
"Dec 16 08:02:49","KhuB_B307","UTH","Pham-Tue-Nhi","802.11","802.11 association","""channel: 11, rssi: 38, band: 2"""
"Dec 16 08:02:49","KhuF_F202","","Android_0ec9759ebea942fca645833debfec721","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.41.55.17, Source Port: 41784, Destination IP: 163.70.159.7"""
"Dec 16 08:02:49","KhuB_B010","","24485cd0-6db7-41b1-9150-3fcdb97712f4","Events dropped","Events dropped","""24 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuB_B201","UTH","fa2be180-488b-4919-b14a-f131c5456456","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 56:24:99:2C:4C:F7"""
"Dec 16 08:02:49","KhuB_B201","UTH","fa2be180-488b-4919-b14a-f131c5456456","802.11","802.11 association","""channel: 64, rssi: 50, band: 5"""
"Dec 16 08:02:49","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 47224, Destination IP: 163.70.159.42"""
"Dec 16 08:02:49","KhuC_C107","","764683fe-bb17-49f3-9cb2-7327f421c73e","Events dropped","Events dropped","""16 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:49","KhuC_C107","","Android","Events dropped","Events dropped","""736 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 44908, Destination IP: 163.70.159.42"""
"Dec 16 08:02:48","KhuB_B204","","22:7a:b6:a4:d8:87","Events dropped","Events dropped","""144 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuD_D602","UTH","Android_0YQRNO70","802.11","802.11 disassociation","""previous authentication expired"""
"Dec 16 08:02:48","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 56896, Destination IP: 163.70.159.42"""
"Dec 16 08:02:48","KhuD_D401","","Android_C2QUEQ7P","Events dropped","Events dropped","""24 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B104","","Android_622a916bb8f4441491da976e4ff2c368","Events dropped","Events dropped","""388 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuA_Phai2","UTH","ca:95:bc:d5:a3:2a","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: CA:95:BC:D5:A3:2A"""
"Dec 16 08:02:48","KhuA_Phai2","UTH","ca:95:bc:d5:a3:2a","802.11","802.11 association","""channel: 1, rssi: 23, band: 2"""
"Dec 16 08:02:48","KhuE_E204","UTH","Android_LCPSP40A","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 82:8A:8D:F5:ED:06"""
"Dec 16 08:02:48","KhuE_E204","UTH","Android_LCPSP40A","802.11","802.11 association","""channel: 1, rssi: 40, band: 2"""
"Dec 16 08:02:48","KhuB_B106","","4c54db3c-2421-448d-82db-63db74bc331b","Events dropped","Events dropped","""103 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuC_C207","","Redmi-Note-14","Events dropped","Events dropped","""99 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuC_C207","","5e:6d:00:2c:88:ba","Events dropped","Events dropped","""2618 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B110","","OPPO-Reno7","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.107.189.33, Source Port: 42456, Destination IP: 163.70.159.6"""
"Dec 16 08:02:48","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 53954, Destination IP: 163.70.159.42"""
"Dec 16 08:02:48","KhuB_B110","","","Events dropped","Events dropped","""367 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B110","","Android-2","Events dropped","Events dropped","""283 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B110","","OPPO-Reno7","Events dropped","Events dropped","""93 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B110","","OPPO-A79-5G","Events dropped","Events dropped","""74 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B108","","4a0d2bac-cad1-4b94-819d-ea7ebe2dbe30","Events dropped","Events dropped","""134 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B108","","5bd9e3e6-0dec-4543-a8a1-42b52987a175","Events dropped","Events dropped","""436 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuE_E204","UTH","Android_LCPSP40A","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:48","KhuA_Phai2","UTH","ca:95:bc:d5:a3:2a","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:48","KhuE_E104","","3a:dc:2f:00:16:05","Events dropped","Events dropped","""5111 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuF_F303","UTH","f6:03:27:4f:0f:c5","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: F6:03:27:4F:0F:C5"""
"Dec 16 08:02:48","KhuF_F303","UTH","f6:03:27:4f:0f:c5","802.11","802.11 association","""channel: 11, rssi: 20, band: 2"""
"Dec 16 08:02:48","KhuB_B107A","UTH","72:17:f4:36:57:8f","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:48","KhuA_L1_Server","","Android_RT3SOFTP","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.203.65.123, Source Port: 47838, Destination IP: 216.239.38.223"""
"Dec 16 08:02:48","KhuB_B303","","Bui-ngu","Events dropped","Events dropped","""16923 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuA_Phai2","UTH","ca:95:bc:d5:a3:2a","802.11","802.11 association","""channel: 1, rssi: 22, band: 2"""
"Dec 16 08:02:48","KhuB_B105","UTH","6950924f-6019-4da1-b553-f51322bc7d99","802.11","802.11 association","""channel: 1, rssi: 23, band: 2"""
"Dec 16 08:02:48","KhuC_C205","UTH","LAMVY-0104","802.11","802.11 disassociation","""unspecified reason"""
"Dec 16 08:02:48","KhuA_L2_A215","UTH","4a:d5:3c:e4:cb:7b","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 4A:D5:3C:E4:CB:7B"""
"Dec 16 08:02:48","KhuA_L2_A215","UTH","4a:d5:3c:e4:cb:7b","802.11","802.11 association","""channel: 6, rssi: 19, band: 2"""
"Dec 16 08:02:48","KhuB_B201","","chuji","Events dropped","Events dropped","""99 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:48","KhuB_B105","UTH","6950924f-6019-4da1-b553-f51322bc7d99","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 4A:35:0A:61:26:CC"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 35470, Destination IP: 163.181.121.228"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 39211, Destination IP: 71.18.222.1"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 46026, Destination IP: 163.181.121.233"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 56702, Destination IP: 23.50.232.233"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 37608, Destination IP: 163.181.121.226"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 47642, Destination IP: 23.50.232.243"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 56182, Destination IP: 163.181.121.225"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 36634, Destination IP: 104.88.70.122"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 52960, Destination IP: 163.181.121.229"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 58766, Destination IP: 23.50.232.235"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 34630, Destination IP: 71.18.81.228"""
"Dec 16 08:02:47","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46398, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 41892, Destination IP: 163.181.121.227"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 57052, Destination IP: 104.88.70.131"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 39126, Destination IP: 163.181.121.232"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 50334, Destination IP: 104.88.70.152"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 43752, Destination IP: 104.88.70.129"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 45110, Destination IP: 163.181.121.234"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 35436, Destination IP: 163.181.121.228"""
"Dec 16 08:02:47","KhuC_C005","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.70.202.141, Source Port: 33448, Destination IP: 104.88.70.130"""
"Dec 16 08:02:47","KhuC_C005","","Redmi-Note-14","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.6.101.168, Source Port: 41422, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuC_C005","","","Events dropped","Events dropped","""607 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuC_C005","","Redmi-Note-14","Events dropped","Events dropped","""2100 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuC_C005","","Android","Events dropped","Events dropped","""43880 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuC_C005","","6e:6a:9b:8e:2e:c3","Events dropped","Events dropped","""26 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuA_L2_A215","UTH","4a:d5:3c:e4:cb:7b","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:47","KhuB_B111","UTH","9a:62:c0:7e:5b:ba","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:47","KhuA_Trai1","","MacBook-Air-cua-Tran-3","Events dropped","Events dropped","""27 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuB_B003","","Android","Events dropped","Events dropped","""109 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46088, Destination IP: 163.70.159.142"""
"Dec 16 08:02:47","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46394, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61062, Destination IP: 17.248.224.13"""
"Dec 16 08:02:47","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46392, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuC_C201","","Redmi-Note-10S","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.157.225.92, Source Port: 40920, Destination IP: 163.70.159.42"""
"Dec 16 08:02:47","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61061, Destination IP: 17.248.224.68"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 48148, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuB_B105","UTH","6950924f-6019-4da1-b553-f51322bc7d99","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:47","KhuA_L1_HoiTruong1","UTH","82:d5:62:9e:00:9b","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:47","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61060, Destination IP: 17.248.224.27"""
"Dec 16 08:02:47","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46194, Destination IP: 163.70.159.35"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 48146, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuF_F202","","realme-C53","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.55.182.101, Source Port: 47862, Destination IP: 163.70.159.42"""
"Dec 16 08:02:47","KhuD_D401","UTH","7e69cec5-551a-40da-a83a-b8e3f3947568","802.11","802.11 disassociation","""previous authentication expired"""
