"Time( 07)","Access point","SSID","Client","Category","Event type","Details"
"Dec 16 08:02:54","KhuF_F101","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.51.152, Source Port: 46736, Destination IP: 163.70.159.7"""
"Dec 16 08:02:54","KhuE_E101","UTH","d6ddf8c0-ca83-4cf8-82ee-e1044909df6d","802.11","802.11 association","""channel: 1, rssi: 18, band: 2"""
"Dec 16 08:02:54","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 56940, Destination IP: 163.70.159.42"""
"Dec 16 08:02:54","KhuF_F101","","ae:59:af:e4:48:1f","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.130.50.147, Source Port: 55609, Destination IP: 17.248.224.65"""
"Dec 16 08:02:54","KhuE_E101","UTH","c1626b26-8ab6-4853-af58-5c376a7723b0","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:54","KhuC_C208","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.240.174.39, Source Port: 60076, Destination IP: 163.70.158.42"""
"Dec 16 08:02:54","KhuB_B105","UTH","Galaxy-A12","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: A2:20:42:29:9A:7E"""
"Dec 16 08:02:54","KhuB_B105","UTH","Galaxy-A12","802.11","802.11 association","""channel: 104, rssi: 29, band: 5"""
"Dec 16 08:02:54","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 45104, Destination IP: 57.144.160.8"""
"Dec 16 08:02:54","KhuB_B007B","UTH","fe698b0d-9b16-480c-8c27-f11616e8fb04","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:54","KhuF_F603","UTH","a84e8626-551b-49b1-bb88-be856dec78ca","802.11","802.11 disassociation","""client was deauthenticated"""
"Dec 16 08:02:54","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63311, Destination IP: 17.248.224.65"""
"Dec 16 08:02:54","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63310, Destination IP: 17.248.224.67"""
"Dec 16 08:02:54","KhuA_L1-VienCLC","UTH for Staff","iPhone","WPA","WPA authentication",""""""
"Dec 16 08:02:54","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63309, Destination IP: 17.248.224.27"""
"Dec 16 08:02:54","KhuA_L1-VienCLC","UTH for Staff","iPhone","802.11","802.11 association","""channel: 60, rssi: 15, band: 5"""
"Dec 16 08:02:54","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63308, Destination IP: 17.248.224.13"""
"Dec 16 08:02:54","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63307, Destination IP: 17.248.224.41"""
"Dec 16 08:02:54","KhuC_C001","","ef736cd8-bc15-4e25-906f-e89eb3f69679","Events dropped","Events dropped","""109 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:54","KhuF_F501","","de:2b:ed:81:e1:f3","Events dropped","Events dropped","""457 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:54","KhuF_F501","","d2:7d:5e:2e:c9:af","Events dropped","Events dropped","""112 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:54","KhuC_C201","","cf452873-f334-4d95-b06e-ce5404e0b101","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.44.210.133, Source Port: 53240, Destination IP: 92.126.50.18"""
"Dec 16 08:02:54","KhuC_C201","","92:89:66:67:2b:e5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.156.19.41, Source Port: 52644, Destination IP: 17.248.224.69"""
"Dec 16 08:02:54","KhuC_C009","UTH","9a:0b:88:da:7b:13","802.11","802.11 disassociation","""unspecified reason"""
"Dec 16 08:02:54","KhuC_C201","","92:89:66:67:2b:e5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.156.19.41, Source Port: 52643, Destination IP: 17.248.224.27"""
"Dec 16 08:02:54","KhuC_C103","UTH","OPPO-A60","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: D2:EC:76:CD:DC:CD"""
"Dec 16 08:02:54","KhuC_C103","UTH","OPPO-A60","802.11","802.11 association","""channel: 52, rssi: 35, band: 5"""
"Dec 16 08:02:54","KhuE_E101","UTH","c2:d4:b7:f1:3b:12","802.11","802.11 disassociation","""previous authentication expired"""
"Dec 16 08:02:54","KhuE_E101","UTH","c2:d4:b7:f1:3b:12","802.11","802.11 disassociation","""client was deauthenticated"""
"Dec 16 08:02:53","KhuF_F603","UTH","a84e8626-551b-49b1-bb88-be856dec78ca","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: A8:E2:91:DF:C3:82"""
"Dec 16 08:02:53","KhuF_F603","UTH","a84e8626-551b-49b1-bb88-be856dec78ca","802.11","802.11 association","""channel: 108, rssi: 23, band: 5"""
"Dec 16 08:02:53","KhuC_C009","","Android_ec47747680a2497e90ce0a6922a49989","Events dropped","Events dropped","""105 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:53","KhuA_L1_HoiTruong2","","a2:80:16:63:12:51","Events dropped","Events dropped","""280 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:53","KhuB_B105","","Android_01b52426297e46bba1bf0c36f8956272","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.240.238.45, Source Port: 53172, Destination IP: 163.70.158.7"""
"Dec 16 08:02:53","KhuB_B306","","56d52b94-7718-481f-947b-190591257cc7","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.155.17.188, Source Port: 51846, Destination IP: 163.70.159.7"""
"Dec 16 08:02:53","KhuA_L1_HoiTruong2","UTH","0fe2c481-a455-40fe-8e62-528c285ebae4","802.11","802.11 association","""channel: 104, rssi: 43, band: 5"""
"Dec 16 08:02:53","KhuA_L1_HoiTruong2","UTH","0fe2c481-a455-40fe-8e62-528c285ebae4","802.1X","802.1X authentication","""radio: 2, vap: 3, client_mac: F2:C2:AE:B8:C1:05"""
"Dec 16 08:02:53","KhuC_C106","UTH","ce:0b:fb:8c:ee:63","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:53","KhuB_B201","UTH","fa2be180-488b-4919-b14a-f131c5456456","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:53","KhuB_B303","UTH","1e:3f:2e:12:8a:93","802.11","802.11 association","""channel: 60, rssi: 43, band: 5"""
"Dec 16 08:02:53","KhuB_B303","UTH","1e:3f:2e:12:8a:93","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 1E:3F:2E:12:8A:93"""
"Dec 16 08:02:53","KhuA_Ltret_CLC","UTH for Staff","iPhone","WPA","WPA authentication",""""""
"Dec 16 08:02:53","KhuA_Ltret_CLC","UTH for Staff","iPhone","802.11","802.11 association","""channel: 52, rssi: 22, band: 5"""
"Dec 16 08:02:53","KhuB_B105","UTH","Macbooks-MacBook-Air-2","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:53","KhuC_C106","","Redmi-Note-11","Events dropped","Events dropped","""92 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:53","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 56926, Destination IP: 163.70.159.42"""
"Dec 16 08:02:53","KhuB_B008","UTH","da:15:0d:03:de:2b","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: DA:15:0D:03:DE:2B"""
"Dec 16 08:02:53","KhuB_B008","UTH","da:15:0d:03:de:2b","802.11","802.11 association","""channel: 108, rssi: 18, band: 5"""
"Dec 16 08:02:53","KhuC_C208","","10-35-215-190","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.35.215.190, Source Port: 43086, Destination IP: 163.70.159.42"""
"Dec 16 08:02:53","KhuA_L1_Server","","Android_NPUA8RDL","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.87.204.176, Source Port: 44866, Destination IP: 216.239.38.223"""
"Dec 16 08:02:53","KhuC_C008","","MacBook-Air-cua-Nguyen-4","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.51.193.133, Source Port: 64100, Destination IP: 17.248.224.68"""
"Dec 16 08:02:53","KhuC_C208","","Android_9L0VDFGX","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.52.143.109, Source Port: 57050, Destination IP: 163.70.159.42"""
"Dec 16 08:02:53","KhuC_C008","","MacBook-Air-cua-Nguyen-4","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.51.193.133, Source Port: 64099, Destination IP: 17.248.224.27"""
"Dec 16 08:02:53","KhuC_C208","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.240.174.39, Source Port: 60058, Destination IP: 163.70.158.42"""
"Dec 16 08:02:53","KhuC_C203","UTH","3b8105ec-130e-45d9-aa38-dd6c287cb68b","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 4E:75:9A:D2:38:F4"""
"Dec 16 08:02:53","KhuC_C203","UTH","3b8105ec-130e-45d9-aa38-dd6c287cb68b","802.11","802.11 association","""channel: 11, rssi: 32, band: 2"""
"Dec 16 08:02:52","KhuF_F101","","","Events dropped","Events dropped","""534 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuF_F101","","OPPO-Reno11-5G","Events dropped","Events dropped","""45 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong1","","Android-2","Events dropped","Events dropped","""52 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong1","","Android-4","Events dropped","Events dropped","""453 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong1","","Android","Events dropped","Events dropped","""101 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong1","","864dbb66-216f-4310-8a92-edf4f704d706","Events dropped","Events dropped","""153 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong1","","92:7e:a5:41:64:89","Events dropped","Events dropped","""15 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong1","","Android","Events dropped","Events dropped","""1666 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuA_L1_Server","","Android_RT3SOFTP","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.203.65.123, Source Port: 47842, Destination IP: 216.239.38.223"""
"Dec 16 08:02:52","KhuA_L1_Server","","Android_RT3SOFTP","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.203.65.123, Source Port: 47840, Destination IP: 216.239.38.223"""
"Dec 16 08:02:52","KhuB_B008","UTH","da:15:0d:03:de:2b","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:52","KhuC_C203","UTH","3b8105ec-130e-45d9-aa38-dd6c287cb68b","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:52","KhuB_B201","UTH","DESKTOP-A99N450","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong2","UTH","a2:a7:b4:e7:14:e1","802.1X","802.1X authentication","""radio: 2, vap: 3, client_mac: A2:A7:B4:E7:14:E1"""
"Dec 16 08:02:52","KhuA_L1_HoiTruong2","UTH","a2:a7:b4:e7:14:e1","802.11","802.11 association","""channel: 104, rssi: 22, band: 5"""
"Dec 16 08:02:52","KhuC_C208","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.240.174.39, Source Port: 51888, Destination IP: 57.144.150.144"""
"Dec 16 08:02:52","KhuA_LTret_PhongTiepSinh","UTH for Staff","fbb9e2b1-1020-47e3-8e88-04999e8bc5fb","WPA","WPA authentication",""""""
"Dec 16 08:02:52","KhuA_LTret_PhongTiepSinh","UTH for Staff","fbb9e2b1-1020-47e3-8e88-04999e8bc5fb","802.11","802.11 association","""channel: 100, rssi: 15, band: 5"""
"Dec 16 08:02:52","KhuB_B105","","d1acdb34-1e55-4bec-876a-609532356c86","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.14.206.132, Source Port: 61535, Destination IP: 17.248.224.13"""
"Dec 16 08:02:52","KhuB_B105","","d1acdb34-1e55-4bec-876a-609532356c86","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.14.206.132, Source Port: 61534, Destination IP: 17.248.224.27"""
"Dec 16 08:02:52","KhuB_B105","","d1acdb34-1e55-4bec-876a-609532356c86","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.14.206.132, Source Port: 61533, Destination IP: 17.248.224.68"""
"Dec 16 08:02:52","KhuB_B105","","d1acdb34-1e55-4bec-876a-609532356c86","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.14.206.132, Source Port: 61532, Destination IP: 17.248.224.65"""
"Dec 16 08:02:52","KhuB_B105","","d1acdb34-1e55-4bec-876a-609532356c86","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.14.206.132, Source Port: 61531, Destination IP: 17.248.224.69"""
"Dec 16 08:02:52","KhuB_B105","UTH","Macbooks-MacBook-Air-2","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: B0:BE:83:44:66:1C"""
"Dec 16 08:02:52","KhuB_B105","UTH","Macbooks-MacBook-Air-2","802.11","802.11 association","""channel: 104, rssi: 40, band: 5"""
"Dec 16 08:02:52","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46416, Destination IP: 163.70.159.6"""
"Dec 16 08:02:52","KhuC_C105","","Redmi-Note-12","Events dropped","Events dropped","""93 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuB_B004","","6f2c3aec-3df7-4ae7-94ad-1428a9ad1ea4","Events dropped","Events dropped","""392 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuB_B004","","OPPO-Reno8-T-5G","Events dropped","Events dropped","""98 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuB_B010","UTH","8e:98:69:4c:9b:30","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 8E:98:69:4C:9B:30"""
"Dec 16 08:02:52","KhuB_B010","UTH","8e:98:69:4c:9b:30","802.11","802.11 association","""channel: 64, rssi: 34, band: 5"""
"Dec 16 08:02:52","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46414, Destination IP: 163.70.159.6"""
"Dec 16 08:02:52","KhuC_C206","","Android-4","Events dropped","Events dropped","""682 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:52","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46218, Destination IP: 163.70.159.35"""
"Dec 16 08:02:52","KhuA_L1_Server","","6e:56:13:9e:6b:ef","Events dropped","Events dropped","""54 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuC_C204","UTH","4bbebd05-5dfe-44b4-bbe2-204e6dfffe80","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 96:05:FC:3B:12:93"""
"Dec 16 08:02:51","KhuC_C204","UTH","4bbebd05-5dfe-44b4-bbe2-204e6dfffe80","802.11","802.11 association","""channel: 6, rssi: 19, band: 2"""
"Dec 16 08:02:51","KhuB_B201","UTH","Android","802.11","802.11 association","""channel: 64, rssi: 30, band: 5"""
"Dec 16 08:02:51","KhuB_B201","UTH","Android","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: B4:C4:FC:6F:F2:91"""
"Dec 16 08:02:51","KhuC_C103","","realme-C53","Events dropped","Events dropped","""42 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 56912, Destination IP: 163.70.159.42"""
"Dec 16 08:02:51","KhuB_B201","UTH","Android","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:51","KhuC_C208","","Android_9L0VDFGX","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.52.143.109, Source Port: 57038, Destination IP: 163.70.159.42"""
"Dec 16 08:02:51","KhuB_B105","","6b5e59e6-0670-4699-8d2c-688c7bf840f2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.131.83.149, Source Port: 62124, Destination IP: 17.248.224.66"""
"Dec 16 08:02:51","KhuC_C102","UTH","3b8105ec-130e-45d9-aa38-dd6c287cb68b","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 4E:75:9A:D2:38:F4"""
"Dec 16 08:02:51","KhuC_C102","UTH","3b8105ec-130e-45d9-aa38-dd6c287cb68b","802.11","802.11 association","""channel: 11, rssi: 29, band: 2"""
"Dec 16 08:02:51","KhuC_C208","","Android","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.240.174.39, Source Port: 60056, Destination IP: 163.70.158.42"""
"Dec 16 08:02:51","KhuF_F601","UTH","6e:c4:8e:1a:c7:6a","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 6E:C4:8E:1A:C7:6A"""
"Dec 16 08:02:51","KhuF_F601","UTH","6e:c4:8e:1a:c7:6a","802.11","802.11 association","""channel: 112, rssi: 21, band: 5"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 48314, Destination IP: 3.5.148.10"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 37574, Destination IP: 3.5.146.22"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 37572, Destination IP: 3.5.146.22"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 56506, Destination IP: 3.5.147.19"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 45506, Destination IP: 52.219.40.67"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 45504, Destination IP: 52.219.40.67"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 37564, Destination IP: 3.5.146.22"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 58134, Destination IP: 3.5.147.16"""
"Dec 16 08:02:51","KhuB_B309","UTH","6e:00:ec:7d:88:5f","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 6E:00:EC:7D:88:5F"""
"Dec 16 08:02:51","KhuB_B309","UTH","6e:00:ec:7d:88:5f","802.11","802.11 association","""channel: 11, rssi: 37, band: 2"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 55062, Destination IP: 163.70.159.42"""
"Dec 16 08:02:51","KhuC_C102","","A05s-cua-Le-Thi-Bao-Ngoc","Events dropped","Events dropped","""97 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuF_F303","","2e:bc:91:0b:e9:9f","Events dropped","Events dropped","""25480 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuF_F303","","aa:69:9f:36:56:e1","Events dropped","Events dropped","""250 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuC_C208","","10-35-215-190","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.35.215.190, Source Port: 43070, Destination IP: 163.70.159.42"""
"Dec 16 08:02:51","KhuB_B110","","Android-2","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.135.103.202, Source Port: 52238, Destination IP: 57.144.160.144"""
"Dec 16 08:02:51","KhuF_F601","UTH","6e:c4:8e:1a:c7:6a","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:51","KhuB_B205","","e2:4a:42:b1:fc:9c","Events dropped","Events dropped","""42 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuC_C102","UTH","3b8105ec-130e-45d9-aa38-dd6c287cb68b","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:51","KhuB_B109","","V2434","Events dropped","Events dropped","""82 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuB_B109","","3469e86e-9a95-4c22-ab1c-b2f9cbe6c895","Events dropped","Events dropped","""157 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuC_C204","","7e:d6:2f:14:db:6a","Events dropped","Events dropped","""602 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuE_E102","","11637456-f19b-49ef-af65-fef31e7cfcba","Events dropped","Events dropped","""57 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:51","KhuB_B105","","Android_01b52426297e46bba1bf0c36f8956272","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.240.238.45, Source Port: 53172, Destination IP: 163.70.158.7"""
"Dec 16 08:02:51","KhuF_F302","","dvd","Events dropped","Events dropped","""352 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuF_F203","UTH","f6:03:27:4f:0f:c5","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: F6:03:27:4F:0F:C5"""
"Dec 16 08:02:50","KhuF_F203","UTH","f6:03:27:4f:0f:c5","802.11","802.11 association","""channel: 6, rssi: 39, band: 2"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 36892, Destination IP: 163.70.159.42"""
"Dec 16 08:02:50","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 34648, Destination IP: 163.70.159.42"""
"Dec 16 08:02:50","KhuA_Ltret_CLC","UTH for Staff","iPhone","WPA","WPA authentication",""""""
"Dec 16 08:02:50","KhuA_Ltret_CLC","UTH for Staff","iPhone","802.11","802.11 association","""channel: 1, rssi: 26, band: 2"""
"Dec 16 08:02:50","KhuA_L1_A111_PHop","UTH for Staff","Android_CD595YKT","WPA","WPA authentication",""""""
"Dec 16 08:02:50","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 47576, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 47574, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61067, Destination IP: 17.248.224.13"""
"Dec 16 08:02:50","KhuA_L1_A111_PHop","UTH for Staff","Android_CD595YKT","802.11","802.11 association","""channel: 112, rssi: 28, band: 5"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 57788, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-Reno7","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.107.189.33, Source Port: 42460, Destination IP: 163.70.159.6"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 57786, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 57756, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 57758, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-A79-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.214.170.12, Source Port: 57764, Destination IP: 163.70.159.7"""
"Dec 16 08:02:50","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61066, Destination IP: 17.248.224.68"""
"Dec 16 08:02:50","KhuB_B110","","OPPO-Reno7","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.107.189.33, Source Port: 47680, Destination IP: 163.70.159.35"""
"Dec 16 08:02:50","KhuF_F203","UTH","f6:03:27:4f:0f:c5","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:50","KhuB_B105","","","Events dropped","Events dropped","""651 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuB_B105","","Galaxy-A12","Events dropped","Events dropped","""93 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:50","KhuB_B205","UTH","Android","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:50","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61065, Destination IP: 17.248.224.27"""
